 Ti si me zvlekel v to, šef. In sedaj sva ujeta na tem otoku.; Ti si me zvlekel v to, šef. In zdaj sva zajeta tukaj...
 Samo drug na drugega se lahko zaneseva.; S tem se moraš sprijazniti.
 Sedaj pa se vedeš kot ... -Kako? Kako? Kako se vedem?; Zdaj pa se vedeš kot... -Kot kaj? Kot kaj? Kako se vedem?
 Kaj, za vraga, se je zgodilo v tistih celicah, Ted?; Kaj za vraga se je zgodilo tam pri tistih celicah, Ted?
 Kakšno misliš, da je vreme v Portlandu, Chuck?; Kaj misliš, kakšno vreme je v Portlandu, Chuck?
 Iz Seattla?; Iz Seattla.
 Naprej grem. Sam.; Naprej grem... sam.
 S tabo grem, šef. -Rekel sem, da grem sam.; S tabo grem, šef. -Rekel sem sam Prav.
 Vedel sem, da ne bo trajalo dolgo, a zaradi plime nisem mogel priti tja.; Vedel sem, da bom hiter. Ampak nisem mogel do njega. Plima je previsoka.
 Chuck! Kje si, Chuck!; Kje si, Chuck?
 Kdo ste?; Kdo sta ta dva moška?
 Bi lahko pokazali roke? -Zakaj? Zakaj?; -Zakaj? -Kako?
 Prepričati se želim, da me s tistim, kar držite, ne boste ranili.; Rad bi bil prepričan, da me s tem, kar držite ne boste poškodovali.
 Tole bom obdržala, če nimate nič proti.; Obdržala bom tole...
 Resnična Rachel Solando.; Oh ne, sploh ne. Rachel je pametna. V bistvu briljantna.
 Ste umorili svoje otroke?; Ali ste ubili svoje otroke?
 Nikoli nisem imela otrok. Nikoli nisem bila poročena.; Nikoli nisem bila poročena.
 In preden sem postala pacientka, sem tu delala.; In preden sem postala pacient v Ashcliffu, sem tukaj delala.
 Bili ste bolničarka?; Bili ste medicinska sestra?
 Bila sem zdravnica, šerif.; Bila sem cenjena psihiatrinja, iz ugledne družine.
 Mislite, da sem nora? -Ne, ne, ... -In če rečem, da nisem nora ...; Ne, ne. Jaz... -In če pravim, da nisem nora...
 To komajda kaj pomaga, kajne?; In oprostite, kaj pa vas ne provocira?
 To je kafkovska genialnost tega.; To je Kafkova genialnost tega.
 Ljudje svetu povedo, da si nor, in vsa tvoja nasprotovanja le potrjujejo njihove besede.; Ljudje povejo svetu, da si zmešan...
 Ne sledim vam. Žal mi je.; Točno! -Ne, Žal mi je.
 Ko si enkrat razglašen za norega, so vsa tvoja dejanja zaznamovana s tem.; Ko te enkrat razglasijo za neprištevnega, potem vsako tvoje nadaljnje dejanje pripišejo tej norosti.
 Upravičeni ugovori so zanikanja. Utemeljeni strahovi so paranoja.; Utemeljeni strahovi, paranoja. -Nagoni preživetja so...
 Nagon po preživetju je obrambni mehanizem.; Zelo prepričIjiv obrambni mehanizem.
 Pametnejši ste kot izgledate. To verjetno ni dobro.; Pametnejši ste, kot zgledate, Marshal. To verjetno ne pomeni nič dobrega.
 Povejte mi nekaj ... -Ja?; Povejte mi nekaj... -Da.
 Kaj se vam je zgodilo?; Kaj... kaj se vam je zgodilo?
 Začela sem spraševati o velikih pošiljkah natrijevega amatola in opijevih halucinogenov. -Psihotropična zdravila.; Začela sem spraševati o teh velikih pošiljkah natrijevega anatola.
 Spraševala sem tudi o operacijah.; Tudi o operacijah sem spraševala.
 Ste kdaj slišali za transorbitalno lobotomijo?;" Si kdaj slišal za ""trans-orbitalno lobotomijo""?"
 Pacientu najprej dajo elektrošoke, nato pa mu skozi oko vstavijo šilo za led in ven povlečejo nekaj živčnih vlaken.; Pacienta onesposobijo z elektrošoki, nato mu potisnejo ledolomilko v oko in potegnejo ven nekaj živčnih vlaken.
 Pacienti postanejo veliko bolj poslušni. Vodljivi.; Nekateri pravijo, da pacienti postanejo razumni, ubogljivi.
 Veste, kako bolečina vstopi v telo, šerif. Veste?; Veste, kako bolečina pride v telo, Marshal? Veste?
 Odvisno od tega, kam si ranjen. -Ne, ni odvisno od 'mesa'.; Odvisno od tega, kje imate poškodbo. -Ne. To ni povezano s telesom.
 Nadzorujejo strah, empatijo, spanec, jezo, lakoto, vse.; Možgani nadzorujejo strah, empatijo, spanje, lakoto, jezo, skratka vse.
 Kaj, če bi jih lahko nadzoroval?; Kaj, če bi jih lahko nadzorovali?
 Možgane? -Preustvariš človeka, da ne čuti bolečine.; Možgane? -Ponovno ustvariti človeka, ki nebi čutil bolečine, ali Ijubezni, ali... ali simpatije.
 Človeka, ki ga ne moreš zaslišati, ker nima spominov, ki bi jih priznal.; Človeka, ki ga ni mogoče zaslišati, saj je brez spomina, da bi lahko priznal.
 Človeku nikoli ne moreš odvzeti vseh spominov. Nikoli.; Nikoli ne moreš izbrisati vsega človekovega spomina. Nikoli.
 V S. Koreji so ameriške vojne jetnike uporabljali za poskuse pranja možganov.; Marshal, Severni Korejci so na ameriških vojnih zapornikih izvajali svoje poskuse pranja možganov.
 Vojake so spreminjali v izdajalce. To počnejo tukaj.; Vojake so spremenili v izdajalce. To počnejo tukaj.
 Ustvarjajo prikazni, ki bi jih poslali v svet in počeli stvari, ki jih razumni ljudje nikoli ne bi ...; Ustvarjajo duhove, ki jih bojo spustili v svet in počeli stvari, ki jih človek zdrave pameti... razumen človek nikdar nebi.
 Da bi pridobili take zmožnosti in taka znanja, bi trajalo leta ...; Imeti takšne sposobnosti, takšno znanje, za to bi potrebovali leta...
 Leta raziskav, stotine pacientov, na katerih lahko delajo poskuse.; Leta in leta raziskav, stotine pacientov, na katerih bi eksperimentirali.
 Čez 50 let se bodo ljudje ozrli nazaj in govorili, da je to kraj, kjer se je vse skupaj začelo.;" Čez 50 let bodo Ijudje pogledali nazaj in rekli: ""Tukaj... na tem mestu"" tukaj se je vse to začelo."
 Nacisti so uporabili Žide, Sovieti zapornike v svojih gulagih. In mi ...; Nacisti so uporabili Žide. Rusi zapornike v lastnih gulagih, mi pa...
 Mi smo delali poskuse na pacientih s Shutterjevega otoka.;" mi pa smo poskuse izvajali na pacientih, tukaj na ""Zloveščem otoku""."
 Ne, ne bodo.; Ne ne bodo...
 ... da vam ne morejo dovoliti, da odidete?; in rečejo, da je to razlog, da ste zgubili zdravo pamet.
 Zvezni šerif sem. Ne morejo me ustaviti.; Ne bom odšel.
 Bila sem cenjena psihiatrinja iz ugledne družine.; Bila sem cenjena psihiatrinja, iz ugledne družine.
 Ni bilo pomembno.; Ni bilo važno.
 Naj vas nekaj vprašam.; Resno vas sprašujem.
 Ste v preteklosti doživeli kakšen duševni pretres?; Ste uživali v poslednjem božjem daru?
 Zakaj? Zakaj bi to bilo pomembno?; Da. Ampak zakaj... zakaj bi... zakaj bi bilo to pomembno?
 Tako lahko s prstom pokažejo na dogodek iz vaše preteklosti in rečejo, da je to vzrok, da ste izgubili razum.; Dajte jim tableto, postavite jih v kot in vse bo izginilo.
" Ko vas bodo sprejeli sem, bodo vaši prijatelji in sodelavci rekli: ""Seveda se je zlomil. Kdo se pa ne bi, po tem, kar se mu je zgodilo."" To lahko rečejo čisto za vsakogar. -Ampak rekli bodo za vas.";" Ko vas bodo vaši prijatelji in kolegi zaprli sem noter, bodo lahko rekli: ""Seveda se je zlomil"". No, kdo se pa nebi po vsem, kar je preživel."
 Kako je z vašo glavo?; Kaj se je zgodilo z Laeddisom?
 Z mojo glavo? -Imate zadnje čase čudne sanje? Težave s spanjem?; Mojo glavo? -Kaj čudnih sanj zadnje čase?
 Saj niste vzeli kakšnih tablet, kajne?; Saj nisi vzel kakšnih tablet, ne?
 In jedli ste hrano v menzi, ter pili kavo, ki so vam jo dali.; In... si jedel hrano v restavraciji in pil kavo, s katero so ti postregli?
 Ne. Ne, jih ne.; Ne. Ne!
 36 do 48 ur traja, da nevroleptični narkotik v krvi doseže primeren nivo.; Pacienta onesposobijo z elektrošoki, nato mu potisnejo ledolomilko v oko in potegnejo ven nekaj živčnih vlaken.
 Najprej prstne blazinice, sčasoma pa celotna roka.; Najprej v konicah prstov potem sčasoma cela roka.
 Ste v zadnjem času videli kakšno živo grozo, šerif?;" Ste kdaj videli ""taborišče smrti"", doktor?"
 Povejte mi, kaj se dogaja v svetilniku?; Povej mi, kaj se dogaja v svetilniku?
" ""Odprimo mu glavo in poglejmo, kaj se zgodi, če potegnemo tole."" Teko kot se naučili od nacistov.";" To so pobrali od Nacistov: ""to vrsto""."
 Tako ustvarjajo prikazni.; Tam ustvarjajo duhove.
 Kdo ve za to? Na otoku mislim. Kdo?; Kdo za vraga ima sploh tukaj glavno besedo? Kdo?
 Vsi. -Dajte no. Bolničarke, strežniki? Ne morejo vedeti. -Vsi.; Ni mogoče, da bi vedeli... -Vsi.
 Ne morete ostati tukaj.; Ne, to ni mogoče, ti ne moreš biti tukaj.
 Mislijo, da sem utonila. Bojim se, da me najdejo, če bodo iskali vas.; Bojim se, da bi lahko našli mene, če bi prišli iskat tebe.
 Žal mi je, a oditi morate.; Žal mi je za to.
 Vrnil se bom po vas. -Ne bo me tu. Vsak večer si najdem nov prostor.; Ne bo me tukaj. Selim se podnevi. Vsako noč na drugem mestu.
 Ampak lahko bi vas odpeljal z otoka.; Ampak pomagal ti bom priti s tega otoka.
 Niste slišali niti besede tega, kar sem vam povedala?; Me nisi niti malo poslušal, ko sem govorila?
 Edina pot z otoka je trajekt in oni ga nadzorujejo.; Edina pot z otoka je trajekt, oni pa ga nadzirajo.
 Nikoli ne boste odšli od tod.; Nikoli ne boš odšel od tod.
 Imel sem prijatelja.; Jaz... Prijatelja sem imel.
 Včeraj sva bila skupaj, a potem sva se ločila.; Včeraj sem bil z njim, a sva se ločila.
 Ste ga videli?; Si ga mogoče videla?
 Nimate prijateljev.; Ti nimaš prijateljev.
 Tukaj ste.; Tukaj si.
 Spraševali smo se, kdaj se boste prikazali.; Spraševali smo se že, kdaj se boš pojavil.
 Prisedite. Dajte.; Dajte.
 Ste šli na lagoden sprehod, kaj?; Torej, greste na trajekt?
 Samo razgledoval sem se.; Bil sem... uh, samo... ogledoval sem si stvari.
 Ste uživali v zadnjem Božjem darilu?; Ste uživali v poslednjem božjem daru?
 Ko sem v svoji hiši zagledal drevo, je seglo k meni kot božja roka.; Ko sem se spustil po stopnicah v svoji hiši in zagledal to drevo v dnevni sobi, se me je to dotaknilo, kot božja roka.
 Bogu je nasilje všeč.; Ker nam je Bog podaril nasilje, da se vojskujemo njemu v čast.
 Nisem opazil. -Seveda ste.; Nisem nasilen. -Seveda ste.
 Zakaj bi ga sicer bilo tako veliko? V nas je. To je naše bistvo.; Zakaj bi ga potem bilo toliko? V nas je.
 Vojskujemo se, žrtvujemo, plenimo, ropamo in morimo svoje brate.; Ustvarjajo duhove, ki jih bojo spustili v svet in počeli stvari, ki jih človek zdrave pameti... razumen človek nikdar nebi.
 In zakaj? Ker nam je Bog dal nasilje, da se vojskujemo njemu na čast.; Ker nam je Bog podaril nasilje, da se vojskujemo njemu v čast.
 Mislil sem, da nam je Bog dal moralne zapovedi.; Mislil sem, da nam je Bog podaril moralni red.
 Ni je jasnejše moralne zapovedi, kot je ta nevihta.; Noben moralni red ni tako nedolžen, kot to neurje.
 Moralnih zapovedi sploh ni.; Nobenega moralnega reda ni.
 Gre samo za vprašanje ali moja nasilnost lahko premaga vašo.; Bojim se, da bi lahko našli mene, če bi prišli iskat tebe.
 Jaz nisem nasilen. -Seveda ste.; Nisem nasilen. -Seveda ste.
 Nadvse ste nasilni. To vem, ker sem tudi jaz tak.; Raznesli ste moj avto. Res sem imel rad ta avto.
 Družbeni pritiski so nas prisilili v razvoj, a če bi vam stal na poti do hrane, bi me ubili in pojedli.; S silo družbe se povzdignemo in če bi bil jaz edina prepreka med tabo in hrano, bi mi s skalo razbil lobanjo in pojedel moje mesne koščke.
 Cawley misli, da ste neškodljivi in vodljivi, a jaz vem, da ni tako.; Ampak Cawley misli, da si nedolžen, da te je lahko obvladovati, jaz pa vem, da ni tako.
 Ne poznate me. -Pa vas. -Ne pa me ne. -Poznam vas.; Ne! Ne ti, ne ti. Sprehodi se. -Dajva.
 Če bi vam zobe zasadil v oko, bi me lahko ustavili, preden vas oslepim?; Če bi sedaj hotel zariti zobe v tvoje oko, bi me lahko ustavil, preden bi te oslepil?
 To je pravi duh.; To je Mahler.
 Kje ste bili? -Taval sem naokrog, si ogledoval otok.; Oh, Samo... potepal sem se, ogledoval sem si vaš otok.
 Pozabil sem, da odhajate, sedaj ko smo Rachel našli.; Oh, pozabil sem. Odhajate. Zdaj ko smo našli Rachel.
 Pomemben sestanek? -Ja.; Pomemben sestanek? -Oh, da.
 Kaže, da je bil včeraj na oddelku C neznan moški.; Očitno je bil včeraj na oddelku C neznan moški.
 Spretno je ukrotil zelo nevarnega pacienta. -Kaj res?; Predolgo ga je odlagal. -Trenutno ne smete zapuščati ustanove.
 Dolgo se je pogovarjal s paranoidnim shizofrenikom, Georgeom Noycem.; Zgleda, da je imel dolg pogovor s paranoidnim shizofrenikom, Georgom Noycem.
 Ta Noyce, kot ste rekli, da mu je bilo ime, je blodnjav?; Boste razložili uradu Zvezne policije, da je on obrambni mehanizem?
 Zelo. Biti zna precej neprijeten.; motena oseba? -Oh, zelo. Lahko se precej razburi.
 Pred dvema tednoma se je neki pacient tako razburil zaradi neke Noyceve zgodbe, da ga je pretepel.; Pravzaprav, pred dvema tednoma se je pacient tako vživel...
 Mislim, da smo dobili vse, zaradi česar smo prišli.; Upam, da bo to, kar smo naredili tukaj dovolj, da ga ustavimo, da se nikdar več ne ponovi, ampak vedeti moram, če si se sprijaznil z realnostjo.
 Ko sva že pri tem ... Ste ga videli, doktor? -Koga?; Ste ga videli, doktor? -Koga?
 Nimate partnerja, šerif. Prišli ste sami.; Vi nimate partnerja, Marshal. Sami ste prišli sem.
 Tu sem zgradil nekaj dragocenega.; On je tukaj ustvaril res nekaj edinstvenega.
 In dragocene stvari so v svojih časih pogosto nerazumljene.; Veste, nekaj vrednega sem zgradil tukaj, in za vredne stvari ni razumevanja v času, ko nastajajo.
 Vsi bi vedno radi hitre rešitve.; Lahko bi zabredel v težave.
 Poskušam narediti nekaj, česar ljudje, tudi vi, ne razumejo.; Poskušam narediti nekaj, kar Ijudje vključno z vami ne razumejo.
 In ne bom se predal brez boja.; Jaz pa se ne bom predal brez borbe.
 Povejte mi še enkrat o tem partnerju.; Torej še enkrat mi povejte o svojem partnerju.
 Katerem partnerju?; Kakšnem partnerju?
 Greste kam? -Ne, samo proti trajektu grem.; Ne, jaz samo... namenjen sem proti trajektu.
 Bojim se, da je v drugo smer.; Bojim se, da to ne bo mogoče.
 Če počakate, bom poiskal koga, ki vas lahko odpelje do doka.; Lahko prosim pokažete roko, ki jo imate za hrbtom.
 Kaj je to, doktor? Kaj je to? -Samo pomirjevalo.; Kaj je to? -To je samo pomirjevalo.
 Previdnostni ukrep. -Previdnosti ukrep?; Samo previdnostni ukrep. -Oh, previdnostni ukrep?
 Kaj boste naredili? Me ubili? Šerif. -Mislite, da si to zaslužite?; Ne, ne. S tem je mislil, da je bila moja krivda. -Skoraj ubili ste ga.
 Zakaj? Zaradi provociranja? Oprostite, a kaj vas ne provocira?; In oprostite, kaj pa vas ne provocira?
 Opazke, besede. -Nacisti. -Tudi. In seveda spomini, sanje ...; In seveda spomini, sanje...
" Ste vedeli, da beseda travma izhaja iz grške besede za ""rana""?";" Ste vedeli, da beseda ""travma"" izhaja iz grške besede za ""rano""?"
" In kako se v nemščini reče sanjam? ""Traum"". ""Ein Traum."" Rane lahko ustvarijo pošasti. In vi, vi ste ranjeni, šerif."; Rane lahko ustvarijo pošasti. In vi... vi ste ranjeni, Marshal.
 Ko vidiš pošast, jo moraš ustaviti, se strinjate?; Ali se ne strinjate, da ko vidiš pošast, jo moraš zaustaviti.
 Strinjam se. -Ja ...; Strinjam se. -Da...
 Kaj delaš, dragi?; Kaj delaš, Ijubček?
 Če svet misli, da je Chuck mrtev, je popoln za njihove poskuse.; Če cel svet misli, da je Chuck mrtev, potem je idealen za njihove poskuse.
 Samo en kraj je, kamor bi ga odpeljali.; Samo eno mesto obstaja, kamor bi ga odpeljali.
 Če greš tja, boš umrl.; Nikoli ne boš odšel od tod.
 Nikogar več ne morem izgubiti.; Nikogar več ne smem izgubiti.
 Ne hodi tja. Prosim, ne počni tega, Teddy. Ne hodi.; Ne odhajaj tja Teddy, prosim. Prosim, ne delaj tega. Ne odhajaj tja.
 Žal mi je, ljubica.; Žal mi je za to.
 Všeč mi je, ker si mi jo ti dala, a resnica je, da je to ena presneto grda kravata.; Res pa je, da je to samo ena pofukano grda kravata.
 Ne premikajte se! Ostanite na mestu!; Ne premikaj se! Ostani kjer si!
 Ne. Ne bom vas ubil.; Ne, ne bom te ubil.
 Zakaj si ves moker, ljubček?; Zakaj si vsa mokra, punči?
 Kaj ste rekli? -Natančno veste, kaj sem rekel.; Kaj ste rekli? -Saj veste, kaj sem rekel.
 Mimogrede, puška ni nabita.; Mimogrede, puška je prazna.
 Zaboga, posušite se, saj se boste še prehladili.; Za božjo voljo posušite se, še prehladili se boste.
 Kako močno ste poškodovali stražarja?; Kako hudo ste poškodovali stražarja?
 Ja, tukaj je.; Tukaj je.
 Naj dr. Sheehan pregleda vašega človeka, preden ga pošljete gor.; Naj Dr. Sheehan dobro pregleda vaše fante, preden ga pošIjete gor.
 Torej je dr. Sheehan prišel z jutranjim trajektom. -Ne ravno.; Ashcliff je v tej smeri. -Ne grem v Ashcliff.
 Razstrelili ste mi avto. Resnično mi je bil všeč.; Raznesli ste moj avto. Res sem imel rad ta avto.
 Žal mi je, da to slišim.; To mi je povedala, pa je nisem poslušal.
 Drhtavica se slabša.; Sinoči je bil močan zalivski tok. Vodna gladina se je dvigovala.
 Kako je s prividi?; Kako je s halucinacijami?
 Zbeži stran, Teddy. Ta kraj te bo pokopal.; Ta kraj te bo pokončal.
 Niso hudi. -Poslabšali se bodo. -Vem.; Tega se ne spominjam. -Vem.
 Dr. Solando mi je povedala za nevroleptike.; povedala mi je za neuroleptike.
 Res? Kdaj pa? -Našel sem jo v skalni votlini. A vi je ne boste.; Dajte no, res? In kdaj je bilo to? -Doktorico sem našel v jami ob pečinah, ampak... nikdar je ne boste našli.
 O tem ne dvomim, glede na to, da ni resnična.; Ne dvomim v to. Glede na to, da ni resnična.
 A vaši prividi so hujši, kot sem predvideval.; Raznesli ste moj avto. Res sem imel rad ta avto.
 Ne jemljete nevroleptikov. Pravzaprav ne jemljete ničesar.; Pametnejši ste, kot zgledate, Marshal. To verjetno ne pomeni nič dobrega.
 Kaj je pa potem tole, jebenti? -Odvajanje. -Odvajanje? Od česa?; Kaj za vraga je potem to? Ha? Kaj za vraga je to?
 Nisem pristaš zdravil, a v vašem primeru ...; Nisem ravno navdušenec farmakologije a v vašem primeru moram reči...
 Kloro ... prom... kaj? - Klorpromazin.; Clorpro... clorproma... kaj? -Chlorpromazine.
 Isto zdravilo, ki smo vam ga dajali zadnjih 24 mesecev.; Isto zdravilo, ki ti ga dajemo zadnjih 24 mesecev.
 Zadnji dve leti mi je v Bostonu nekdo podtikal zdravila?; mi... mi je nekdo skrivaj dajal zdravila v Bostonu. To pravite?
 Dve leti ste že pacient te ustanove.; Vlomili ste na oddelek C, da bi dokazali obstoj 67-tega pacienta.
 Po vsem, kar sem tu videl, doktor, res mislite, da me lahko prepričate v to, da sem nor?; Po vsemu, kar sem tu videl, doktor, vi... res mislite, da me boste prepričali, da sem nor?
 Bili ste šerif. Tu je kopija vašega sprejemnega obrazca.; Tu je kopija vašega sprejemnega lista.
 Vdrli ste na oddelek C zaradi dokaza o obstoju 67. pacienta.; Vlomili ste na oddelek C, da bi dokazali obstoj 67-tega pacienta.
 Če bi uspeli priti na kopno, bi razkrinkali to mesto.; Če bi prišel na celino, bi lahko razkrinkal ta kraj.
 A nekako še niste našli časa, da bi to pogledali. Preberite ga zdaj.; Ampak nekako niste našli časa, da bi ga pogledali. Preberite si ga.
 Pacient je zelo inteligenten in močno blodnjav. Odlikovan vojni veteran.; Pacient je zelo inteligenten, zelo moten. Odlikovan vojni veteran.
 Prisoten pri osvoboditvi Dachaua.; Prisoten pri osvobajanju Dachaua. Bivši Zvezni policist.
 Nekdanji zvezni šerif. Znana nagnjenost k nasilju.; Znana nagnjenost k nasilju. Ne obžaluje svoja kriminalna dejanja, ker zanika, da so se sploh zgodila. Visoko razvita fantastična sposobnost pripovedovanja, ki onemogoča soočenje z resničnostjo njegovih dejanj.
